ano_orcamento;cod_centro;desc_centro;grupo_centro
2020;2020-30408020101;GESTAO DOS CENTROS DE INOVACAO SESI;GESTÃO
2021;2021-30401100101;ECOEFICIENCIA SUSTENT E MODERNIZ SESI MS;GESTÃO
2021;2021-30401100103;GESTAO DAS ACOES DE SAUDE;GESTÃO
2021;2021-30401100107;GERENCIA EM SST;GESTÃO
2021;2021-30401100113;PROJETO PARA MANEJO CLINICO DA COVID;GESTÃO
2021;2021-30401100190;ACOES ESTRATEGICAS SAUDE;GESTÃO
2021;2021-30403100102;GESTAO DAS ACOES DE ESTILO DE VIDA;GESTÃO
2021;2021-30403100104;CLUBE;GESTÃO
2021;2021-30403100105;GESTAO DA PRACA;GESTÃO
2021;2021-30407100101;ACOES REGIONAIS - SSI;GESTÃO
2021;2021-30407100102;PROJETO BPMS PARA SSI;GESTÃO
2021;2021-30408020101;GESTAO DOS CENTROS DE INOVACAO SESI;GESTÃO
2021;2021-30408020102;MELHORIA DO AMBIENTE DE TRABALHO;GESTÃO
2017;2017-30401010101;PPRA_2013;PROGRAMAS LEGAIS
2017;2017-30401010102;PCMSO_2013;PROGRAMAS LEGAIS
2017;2017-30401010103;PCMAT_2014;PROGRAMAS LEGAIS
2017;2017-30401010105;CONSULTA OCUPACIONAL_2013;CONSULTAS E EXAMES
2017;2017-30401010301;CLINICA ODONTOLOGICA - CAT/UOP_2014;ODONTOLOGIA
2017;2017-30401010302;CLINICA ODONTOLOGICA - UMO_2014;ODONTOLOGIA
2017;2017-30401010501;IMUNIZAÇÃO-VACINA_2013;VACINAS
2017;2017-30401010601;ANALISES CLINICAS_2013;CONSULTAS E EXAMES
2017;2017-30401010901;CONSULTA OCUPACIONAL;CONSULTAS E EXAMES
2017;2017-30401011001;CONSULTORIA EM SAUDE E SEGURANCA NO TRAB;CONSULTORIA
2017;2017-30401011002;SESI VIVER BEM;CONSULTORIA
2017;2017-30401011101;PPRA;PROGRAMAS LEGAIS
2017;2017-30401011102;PCMSO;PROGRAMAS LEGAIS
2017;2017-30401011103;PGR PROGRAMA DE GERENCIAMENTO DE RISCO;PROGRAMAS LEGAIS
2017;2017-30401011201;AUXILIO DIAGNOSTICO EXAMES;CONSULTAS E EXAMES
2017;2017-30401110101;T&D DA SAUDE;T&D
2017;2017-30402010101;PCD'S _2014;PCD
2017;2017-30402030101;ACAO GLOBAL;EVENTOS
2017;2017-30402030301;ACOES DE CIDADANIA;EVENTOS
2017;2017-30402030302;FIEMS ATUANTE;EVENTOS
2017;2017-30403010701;GINASTICA_2014;SPS
2017;2017-30403011401;ALIMENTACAO SAUDAVEL NA INDUSTRIA;SPS
2017;2017-30403011501;GINASTICA NA EMPRESA;SPS
2017;2017-30403011502;SESI CORPORATIVO;SPS
2017;2017-30403011503;ATIVIDADES FISICAS;ATIVIDADES FÍSICAS
2017;2017-30403011504;ESPACO SESI REFORCO MUSCULAR;ATIVIDADES FÍSICAS
2017;2017-30403011601;CIRCUITO DO BEM ESTAR;SPS
2017;2017-30403011602;LAZER NO CLUBE;CLUBE
2017;2017-30403011603;GESTAO DE EVENTOS;EVENTOS
2017;2017-30403011801;PROMOCAO DE SAUDE BUCAL;SPS
2017;2017-30403060101;LAZER NO CLUBE_2014;CLUBE
2017;2017-30403090201;ATENCAO MEDICA CONSULTAS;CONSULTAS E EXAMES
2017;2017-30403090401;VACINACAO;VACINAS
2017;2017-30403090601;CLINICA ODONTOLOGICA - UNIDADE MOVEL;UNIDADE MÓVEL
2017;2017-30403110101;T&D DO ESTILO DE VIDA;T&D
2018;2018-30401020301;PPRA;PROGRAMAS LEGAIS
2018;2018-30401020601;PCMSO (NR 07);PROGRAMAS LEGAIS
2018;2018-30401020701;CONSULTAS OCUPACIONAIS;CONSULTAS E EXAMES
2018;2018-30401020801;AUXILIO DIAGNOSTICO - EXAMES;CONSULTAS E EXAMES
2018;2018-30403011401;ALIMENTACAO SAUDAVEL NA INDUSTRIA;SPS
2018;2018-30403011901;VACINAÇÃO;VACINAS
2018;2018-30403012001;ATIVIDADE FISICA;ATIVIDADES FÍSICAS
2018;2018-30403012101;GINASTICA NA EMPRESA;SPS
2018;2018-30403012102;SESI CORPORATIVO;SPS
2018;2018-30403012103;CIRCUITO DO BEM ESTAR;SPS
2018;2018-30403012301;PROMOCAO DE SAUDE BUCAL;SPS
2018;2018-30403012501;SAÚDE EM FORMA;SAÚDE EM FORMA
2018;2018-30403012502;CIRCUITO DO BEM ESTAR;SPS
2018;2018-30407010101;CONSULTORIA EM SEGURANÇA E SAUDE NO TRAB;CONSULTORIA
2018;2018-30408010701;PROJETO BIM SST;INOVAÇÃO SESI
2018;2018-30408010702;PROJ INOVACAO-MODELO SESI SUSTENTAB MPE;INOVAÇÃO SESI
2018;2018-30408010703;PROJETO SAÚDE EM FORMA;INOVAÇÃO SESI
2018;2018-30408010704;INOVACAO EM SISTEMAS DE GESTAO DE SST;INOVAÇÃO SESI
2018;2018-30408010705;PROJETO GESTAO ANALITICA EM SST;INOVAÇÃO SESI
2019;2019-30401020301;PPRA;PROGRAMAS LEGAIS
2019;2019-30401020601;PCMSO (NR 07);PROGRAMAS LEGAIS
2019;2019-30401020701;CONSULTAS OCUPACIONAIS;CONSULTAS E EXAMES
2019;2019-30401020801;AUXILIO DIAGNOSTICO - EXAMES;CONSULTAS E EXAMES
2019;2019-30403011401;ALIMENTACAO SAUDAVEL NA INDUSTRIA;SPS
2019;2019-30403011901;VACINACAO;VACINAS
2019;2019-30403012001;ATIVIDADE FISICA;ATIVIDADES FÍSICAS
2019;2019-30403012101;GINASTICA NA EMPRESA;SPS
2019;2019-30403012102;SESI CORPORATIVO;SPS
2019;2019-30403012301;PROMOCAO DE SAUDE BUCAL;SPS
2019;2019-30403012502;CIRCUITO DO BEM ESTAR;SPS
2019;2019-30403012503;SAUDE EM FORMA - EXECUÇÃO;SAÚDE EM FORMA
2019;2019-30407010101;CONSULTORIA EM SEGURANCA E SAUDE NO TRAB;CONSULTORIA
2019;2019-30408010701;PROJETO BIM SST;INOVAÇÃO SESI
2019;2019-30408010703;PROJETO SAUDE EM FORMA;INOVAÇÃO SESI
2019;2019-30408010704;INOVACAO EM SISTEMAS DE GESTAO DE SST;INOVAÇÃO SESI
2019;2019-30408010705;PROJETO GESTAO ANALITICO EM SST;INOVAÇÃO SESI
2019;2019-30408010706;OPER SISTEMA DE INFORM GESTAO SST E PS;INOVAÇÃO SESI
2019;2019-30408010707;ATUACAO SOLUCOES INTEGRADAS EM SSI;INOVAÇÃO SESI
2019;2019-30408010708;PROJETO ERGOREPORT - CIS LONG;INOVAÇÃO SESI
2019;2019-30408010709;PROJETO EAD ANAMT;INOVAÇÃO SESI
2019;2019-30412010101;CURSOS E DESENV. DE COMPET. EM SSI - NR;EDUCAÇÃO CONTINUADA
2019;2019-30412010301;CURSOS PRESENCIAIS EM SSI;EDUCAÇÃO CONTINUADA
2020;2020-30401020301;PPRA;PROGRAMAS LEGAIS
2020;2020-30401020601;PCMSO (NR 07);PROGRAMAS LEGAIS
2020;2020-30401020701;CONSULTAS OCUPACIONAIS;CONSULTAS E EXAMES
2020;2020-30401020801;AUXILIO DIAGNOSTICO - EXAMES;CONSULTAS E EXAMES
2020;2020-30403011401;ALIMENTACAO SAUDAVEL NA INDUSTRIA;SPS
2020;2020-30403011901;VACINACAO;VACINAS
2020;2020-30403012001;ATIVIDADE FISICA;ATIVIDADES FÍSICAS
2020;2020-30403012101;GINASTICA NA EMPRESA;SPS
2020;2020-30403012102;SESI CORPORATIVO;SPS
2020;2020-30403012301;PROMOCAO DE SAUDE BUCAL;SPS
2020;2020-30403012502;CIRCUITO DO BEM ESTAR;SPS
2020;2020-30403012503;SAUDE EM FORMA - EXECUÇÃO;SAÚDE EM FORMA
2020;2020-30403012504;TESTAGEM COVID-19;SERVIÇOS INTEGRADOS EM PROMOÇÃO DA SAÚDE
2020;2020-30403012505;CONSULTAS COVID-19;SERVIÇOS INTEGRADOS EM PROMOÇÃO DA SAÚDE
2020;2020-30407010101;CONSULTORIA EM SEGURANCA E SAUDE NO TRAB;CONSULTORIA
2020;2020-30407011001;PROJ DE INFRAESTRUTURA  PARA SESI VIVA+;SESI VIVA+
2020;2020-30408010701;PROJETO BIM SST;INOVAÇÃO SESI
2020;2020-30408010704;INOVACAO EM SISTEMAS DE GESTAO DE SST;INOVAÇÃO SESI
2020;2020-30408010708;PROJETO ERGOREPORT - CIS LONG;INOVAÇÃO SESI
2020;2020-30408010709;PROJETO EAD ANAMT;INOVAÇÃO SESI
2020;2020-30412010301;CURSOS PRESENCIAIS EM SSI - REGULAMENTAR;EDUCAÇÃO CONTINUADA
2020;2020-30412010302;CURSOS PRESENCIAIS EM SSI - NAO REGULAM;EDUCAÇÃO CONTINUADA
2021;2021-30401020301;PPRA;PROGRAMAS LEGAIS
2021;2021-30401020302;PGR;PROGRAMAS LEGAIS
2021;2021-30401020601;PCMSO (NR 07);PROGRAMAS LEGAIS
2021;2021-30401020701;CONSULTAS OCUPACIONAIS;CONSULTAS E EXAMES
2021;2021-30401020801;AUXILIO DIAGNOSTICO - EXAMES;CONSULTAS E EXAMES
2021;2021-30403011401;ALIMENTACAO SAUDAVEL NA INDUSTRIA;SPS
2021;2021-30403011901;VACINACAO;VACINAS
2021;2021-30403012001;ATIVIDADE FISICA;ATIVIDADES FÍSICAS
2021;2021-30403012101;GINASTICA NA EMPRESA;SPS
2021;2021-30403012102;SESI CORPORATIVO;SPS
2021;2021-30403012301;PROMOCAO DE SAUDE BUCAL;SPS
2021;2021-30403012502;CIRCUITO DO BEM ESTAR;SPS
2021;2021-30403012503;SAUDE EM FORMA - EXECUCAO;SAÚDE EM FORMA
2021;2021-30403012701;SERVIÇOS DE ENFRENTAMENTO DA COVID-19;SERVIÇOS DE ENFRENTAMENTO DA COVID-19
2021;2021-30403012801;TELEATENDIMENTO EM SAUDE;SERVIÇOS DE TELEATENDIMENTO EM SAÚDE
2021;2021-30403012901;TESTES COVID PCR E IMUNOLÓGICO;TESTES COVID PCR E IMUNOLÓGICO
2021;2021-30407010101;CONSULTORIA EM SEGURANCA E SAUDE NO TRAB;CONSULTORIA
2021;2021-30407011001;PROJ DE INFRAESTRUTURA PARA SESI VIVA+;SESI VIVA+
2021;2021-30407110101;CAPACITACAO NOVAS FUNCIONALID SESI VIVA+;T&D
2021;2021-30408010704;INOVACAO EM SISTEMAS DE GESTAO DE SST;INOVAÇÃO SESI
2021;2021-30412010301;CURSOS PRESENCIAIS EM SSI - REGULAMENTAR;EDUCAÇÃO CONTINUADA
2017;2017-10101010101;CONSELHO REGIONAL;GESTAO CONSULTIVA DELIBERATIVA
2017;2017-10101010201;DIRECAO REGIONAL;GESTAO EXECUTIVA
2017;2017-10101010202;DIRETORIA CORPORATIVA;GESTAO EXECUTIVA
2017;2017-10101010203;DIRETORIA ADJUNTA;GESTAO EXECUTIVA
2017;2017-10101010204;SUPERINTENDENCIA SESI;GESTAO EXECUTIVA
2017;2017-10101010205;SUPERINTENDENCIA IEL;GESTAO EXECUTIVA
2017;2017-10101010206;PRESIDENCIA;GESTAO EXECUTIVA
2017;2017-10101010207;GABINETE;GESTAO EXECUTIVA
2017;2017-10101010208;DIRETORIA DE SST;GESTAO EXECUTIVA
2017;2017-10201010101;JURIDICO;JURIDICO
2017;2017-10201010201;CONTROLADORIA INTERNA;AUDITORIA
2017;2017-10201010301;ASSESSORIA DE COMUNICACAO;COMUNICACAO
2017;2017-10201010401;DIRETORIA DE GESTAO ESTRATEGICA;PLANEJAMENTO E ORCAMENTO
2017;2017-10201010402;ASSESSORIA DE PLANEJAMENTO E ORCAMENTO;PLANEJAMENTO E ORCAMENTO
2017;2017-10201010403;PROJETO GESTAO DE DESEMPENHO;PLANEJAMENTO E ORCAMENTO
2017;2017-10201010404;ALINHAMENTO DO SISTEMA DE GESTÃO;PLANEJAMENTO E ORCAMENTO
2017;2017-10201010501;ASSESSORIA ESPECIAL;ASSESSORIA TECNICA
2017;2017-10201010502;ASSESSORIA DE GESTAO DOS PROJETOS;ASSESSORIA TECNICA
2017;2017-10201010503;ASSESSORIA DE GESTAO POR PROCESSOS;ASSESSORIA TECNICA
2017;2017-10201010504;ASSESSORIA DE GESTAO DA ESTRATEGIA;ASSESSORIA TECNICA
2017;2017-10201010506;AREA DE ECONOMIA, ESTUDOS E PESQUISA;ASSESSORIA TECNICA
2017;2017-10201010507;AREA DE SERVICOS DE ENGENHARIA;ASSESSORIA TECNICA
2017;2017-10201010508;ASSESSORIA DE ACOES FLEXIVEIS;ASSESSORIA TECNICA
2017;2017-10201010509;ESCRITORIO DE GERENCIAMENTO DE PROJETOS;ASSESSORIA TECNICA
2017;2017-10201010510;ASSESSORIA DE EDUCACAO E CULTURA;ASSESSORIA TECNICA
2017;2017-10201010511;ASSESSORIA DE SST;ASSESSORIA TECNICA
2017;2017-10211010101;T&D DA GESTAO EXECUTIVA;ETD DA GESTAO
2017;2017-10211010102;T&D DA SUPERINTENDENCIA;ETD DA GESTAO
2017;2017-10211010103;T&D DA UNICOM;ETD DA GESTAO
2017;2017-10211010104;T&D DA DGE;ETD DA GESTAO
2017;2017-10211010105;T&D DA UNIJUR;ETD DA GESTAO
2017;2017-10211010106;T&D DA UCI;ETD DA GESTAO
2017;2017-10211010107;T&D DA UNIEP;ETD DA GESTAO
2017;2017-10211010108;T&D DA UNISENG;ETD DA GESTAO
2017;2017-10211010109;T&D DO GABINETE;ETD DA GESTAO
2017;2017-10211010110;T&D DA DICOR;ETD DA GESTAO
2018;2018-10101010101;CONSELHO REGIONAL;GESTÃO CONSULTIVA DELIBERATIVA
2018;2018-10101010201;DIRECAO REGIONAL;GESTÃO EXECUTIVA
2018;2018-10101010202;DIRETORIA CORPORATIVA;GESTÃO EXECUTIVA
2018;2018-10101010204;SUPERINTENDENCIA SESI;GESTÃO EXECUTIVA
2018;2018-10101010205;SUPERINTENDENCIA IEL;GESTÃO EXECUTIVA
2018;2018-10101010206;PRESIDÊNCIA;GESTÃO EXECUTIVA
2018;2018-10101010207;GABINETE;GESTÃO EXECUTIVA
2018;2018-10101010208;DIRETORIA DE SST;GESTÃO EXECUTIVA
2018;2018-10201010101;COORDENADORIA JURIDICO;JURÍDICO
2018;2018-10201010201;CONTROLADORIA INTERNA;AUDITORIA
2018;2018-10201010301;DIRETORIA DE COMUNICACAO;COMUNICAÇÃO
2018;2018-10201010401;DIRETORIA DE GESTAO ESTRATEGICA;PLANEJAMENTO E ORÇAMENTO
2018;2018-10201010402;COORDENADORIA DE PLANEJAMENTO E ORCAMENT;PLANEJAMENTO E ORÇAMENTO
2018;2018-10201010404;ALINHAMENTO DO SISTEMA DE GESTAO;PLANEJAMENTO E ORÇAMENTO
2018;2018-10201010501;ASSESSORIA ESPECIAL;ASSESSORIA TÉCNICA
2018;2018-10201010502;ASSESSORIA DE GESTAO DOS PROJETOS;ASSESSORIA TÉCNICA
2018;2018-10201010503;ASSESSORIA DE GESTAO POR PROCESSOS;ASSESSORIA TÉCNICA
2018;2018-10201010504;ASSESSORIA DE GESTAO DA ESTRATEGIA;ASSESSORIA TÉCNICA
2018;2018-10201010505;MELHORIA AREAS CORPORATIVA E COMPART;ASSESSORIA TÉCNICA
2018;2018-10201010506;AREA DE ECONOMIA, ESTUDOS E PESQUISA;ASSESSORIA TÉCNICA
2018;2018-10201010507;AREA DE ENGENHARIA;ASSESSORIA TÉCNICA
2018;2018-10201010508;ASSESSORIA DE ACOES FLEXIVEIS;ASSESSORIA TÉCNICA
2018;2018-10201010509;ESCRITORIO DE GERENCIAMENTO DE PROJETOS;ASSESSORIA TÉCNICA
2018;2018-10201010510;GESTÃO DE PROJETOS;ASSESSORIA TÉCNICA
2018;2018-10201010511;ASSESSORIA DE SST;ASSESSORIA TÉCNICA
2018;2018-10201010512;INTELIGENCIA DE DADOS;ASSESSORIA TÉCNICA
2018;2018-10201010513;COORDENADORIA DE PROJETOS E PROCESSOS;ASSESSORIA TÉCNICA
2018;2018-10201010514;ASSESSORIA;ASSESSORIA TÉCNICA
2018;2018-10211010101;T&D DA GESTAO EXECUTIVA;ETD DA GESTÃO
2018;2018-10211010102;T&D SUPERINTENDENCIA;ETD DA GESTÃO
2018;2018-10211010103;T&D DICOM;ETD DA GESTÃO
2018;2018-10211010104;T&D DGE;ETD DA GESTÃO
2018;2018-10211010105;T&D UNIJUR;ETD DA GESTÃO
2018;2018-10211010106;T&D GECIN;ETD DA GESTÃO
2018;2018-10211010107;T&D COEP;ETD DA GESTÃO
2018;2018-10211010108;T&D GERENG;ETD DA GESTÃO
2018;2018-10211010109;T&D GABINETE;ETD DA GESTÃO
2018;2018-10211010110;T&D DICOR;ETD DA GESTÃO
2018;2018-10211010111;T&D COPLAN;ETD DA GESTÃO
2018;2018-10211010112;T&D AGEPRO;ETD DA GESTÃO
2018;2018-10211010113;T&D AGEST;ETD DA GESTÃO
2018;2018-10211010114;T&D AGEPE;ETD DA GESTÃO
2018;2018-10211010115;AÇÃOE RESULTADO 2018;ETD DA GESTÃO
2018;2018-10211010116;T&D COJUR;ETD DA GESTÃO
2019;2019-10101010101;CONSELHO REGIONAL;GESTÃO CONSULTIVA DELIBERATIVA
2019;2019-10101010201;DIRECAO REGIONAL;GESTÃO EXECUTIVA
2019;2019-10101010202;DIRETORIA CORPORATIVA;GESTÃO EXECUTIVA
2019;2019-10101010204;SUPERINTENDENCIA SESI;GESTÃO EXECUTIVA
2019;2019-10101010205;SUPERINTENDENCIA IEL;GESTÃO EXECUTIVA
2019;2019-10101010206;PRESIDENCIA;GESTÃO EXECUTIVA
2019;2019-10101010207;GABINETE;GESTÃO EXECUTIVA
2019;2019-10201010101;COORDENADORIA JURIDICO;JURÍDICO
2019;2019-10201010201;CONTROLADORIA INTERNA;AUDITORIA
2019;2019-10201010301;DIRETORIA DE COMUNICACAO;COMUNICAÇÃO
2019;2019-10201010402;COORDENADORIA DE PLANEJAMENTO E ORCAMENT;PLANEJAMENTO E ORÇAMENTO
2019;2019-10201010501;ASSESSORIA ESPECIAL;ASSESSORIA TÉCNICA
2019;2019-10201010505;MELHORIAS AREAS CORPORATIVAS E COMPART;ASSESSORIA TÉCNICA
2019;2019-10201010506;AREA DE ECONOMIA, ESTUDOS E PESQUISA;ASSESSORIA TÉCNICA
2019;2019-10201010507;AREA DE ENGENHARIA;ASSESSORIA TÉCNICA
2019;2019-10201010513;COORDENADORIA DE PROJETOS E PROCESSOS;ASSESSORIA TÉCNICA
2019;2019-10201010514;ASSESSORIA;ASSESSORIA TÉCNICA
2019;2019-10211010101;T&D DA GESTAO EXECUTIVA;ETD DA GESTÃO
2019;2019-10211010102;T&D SUPERINTENDENCIA;ETD DA GESTÃO
2019;2019-10211010103;T&D DICOM;ETD DA GESTÃO
2019;2019-10211010106;T&D GECIN;ETD DA GESTÃO
2019;2019-10211010107;T&D COEP;ETD DA GESTÃO
2019;2019-10211010108;T&D GERENG;ETD DA GESTÃO
2019;2019-10211010109;T&D GABINETE;ETD DA GESTÃO
2019;2019-10211010110;T&D DICOR;ETD DA GESTÃO
2019;2019-10211010111;T&D COPLAN;ETD DA GESTÃO
2019;2019-10211010116;T&D COJUR;ETD DA GESTÃO
2019;2019-10211010117;T&D COPP;ETD DA GESTÃO
2020;2020-10101010101;CONSELHO REGIONAL;GESTÃO CONSULTIVA DELIBERATIVA
2020;2020-10101010201;DIRECAO REGIONAL;GESTÃO EXECUTIVA
2020;2020-10101010202;DIRETORIA CORPORATIVA;GESTÃO EXECUTIVA
2020;2020-10101010204;SUPERINTENDENCIA SESI;GESTÃO EXECUTIVA
2020;2020-10101010205;SUPERINTENDENCIA IEL;GESTÃO EXECUTIVA
2020;2020-10101010206;PRESIDENCIA;GESTÃO EXECUTIVA
2020;2020-10101010207;GABINETE;GESTÃO EXECUTIVA
2020;2020-10201010101;COORDENADORIA JURIDICO;JURÍDICO
2020;2020-10201010201;CONTROLADORIA INTERNA;AUDITORIA
2020;2020-10201010301;DIRETORIA DE COMUNICACAO;COMUNICAÇÃO
2020;2020-10201010402;COORDENADORIA DE PLANEJAMENTO E ORCAMENT;PLANEJAMENTO E ORÇAMENTO
2020;2020-10201010501;ASSESSORIA ESPECIAL;ASSESSORIA TÉCNICA
2020;2020-10201010505;MELHORIAS AREAS CORPORATIVAS E COMPART;ASSESSORIA TÉCNICA
2020;2020-10201010506;AREA DE ECONOMIA, ESTUDOS E PESQUISA;ASSESSORIA TÉCNICA
2020;2020-10201010507;AREA DE ENGENHARIA;ASSESSORIA TÉCNICA
2020;2020-10201010513;COORDENADORIA DE PROJETOS E PROCESSOS;ASSESSORIA TÉCNICA
2020;2020-10201010514;ASSESSORIA;ASSESSORIA TÉCNICA
2020;2020-10201010515;GERENCIA DE COMPLIANCE;ASSESSORIA TÉCNICA
2020;2020-10211010101;T&D DA GESTAO EXECUTIVA;ETD DA GESTÃO
2020;2020-10211010102;T&D SUPERINTENDENCIA;ETD DA GESTÃO
2020;2020-10211010103;T&D DICOM;ETD DA GESTÃO
2020;2020-10211010106;T&D GECIN;ETD DA GESTÃO
2020;2020-10211010107;T&D COEP;ETD DA GESTÃO
2020;2020-10211010108;T&D GERENG;ETD DA GESTÃO
2020;2020-10211010110;T&D DICOR;ETD DA GESTÃO
2020;2020-10211010116;T&D COJUR;ETD DA GESTÃO
2020;2020-10211010117;T&D COPEP;ETD DA GESTÃO
2020;2020-10211010118;T&D GECOM;ETD DA GESTÃO
2021;2021-10101010101;CONSELHO REGIONAL;GESTÃO CONSULTIVA DELIBERATIVA
2021;2021-10101010201;DIRECAO REGIONAL;GESTÃO EXECUTIVA
2021;2021-10101010204;SUPERINTENDENCIA SESI;GESTÃO EXECUTIVA
2021;2021-10101010205;SUPERINTENDENCIA IEL;GESTÃO EXECUTIVA
2021;2021-10101010206;PRESIDENCIA;GESTÃO EXECUTIVA
2021;2021-10101010207;GABINETE;GESTÃO EXECUTIVA
2021;2021-10201010101;COORDENADORIA JURIDICO;JURÍDICO
2021;2021-10201010201;CONTROLADORIA INTERNA;AUDITORIA
2021;2021-10201010301;DIRETORIA DE COMUNICACAO;COMUNICAÇÃO
2021;2021-10201010402;COORDENADORIA DE PLANEJAMENTO E ORCAMENT;PLANEJAMENTO E ORÇAMENTO
2021;2021-10201010501;ASSESSORIA ESPECIAL;ASSESSORIA TÉCNICA
2021;2021-10201010505;MELHORIAS AREAS CORPORATIVAS E COMPART;ASSESSORIA TÉCNICA
2021;2021-10201010506;AREA DE ECONOMIA, ESTUDOS E PESQUISA;ASSESSORIA TÉCNICA
2021;2021-10201010507;AREA DE ENGENHARIA;ASSESSORIA TÉCNICA
2021;2021-10201010513;COORDENADORIA DE PROJETOS E PROCESSOS;ASSESSORIA TÉCNICA
2021;2021-10201010514;ASSESSORIA;ASSESSORIA TÉCNICA
2021;2021-10201010515;GERENCIA DE COMPLIANCE;ASSESSORIA TÉCNICA
2021;2021-10211010101;T&D DA GESTAO EXECUTIVA;ETD DA GESTÃO
2021;2021-10211010102;T&D SUPERINTENDENCIA;ETD DA GESTÃO
2021;2021-10211010103;T&D DICOM;ETD DA GESTÃO
2021;2021-10211010106;T&D GECIN;ETD DA GESTÃO
2021;2021-10211010107;T&D COEP;ETD DA GESTÃO
2021;2021-10211010108;T&D GERENG;ETD DA GESTÃO
2021;2021-10211010116;T&D COJUR;ETD DA GESTÃO
2021;2021-10211010117;T&D COPEP;ETD DA GESTÃO
2021;2021-10211010118;T&D GECOM;ETD DA GESTÃO
2021;2021-10211010119;PREMIACAO POR DESEMPENHO CICLO 2019;ETD DA GESTÃO
2017;2017-40101010101;DIRETORIA DE GESTAO COMPARTILHADA;GESTAO ADMINISTRATIVA
2017;2017-40101010102;COORDENADORIA DE LOGISTICA E PATRIMONIO;GESTAO ADMINISTRATIVA
2017;2017-40101010103;COORDENADORIA DE SUPRIMENTO;GESTAO ADMINISTRATIVA
2017;2017-40101010104;AREA ADMINISTRATIVA;GESTAO ADMINISTRATIVA
2017;2017-40101010105;REESTRUTURACAO CONDOMINIO;GESTAO ADMINISTRATIVA
2017;2017-40101010106;PROGRAMA ECOEFICIENCIA;GESTAO ADMINISTRATIVA
2017;2017-40101010107;PROGRAMA GESTAO ENERGETICA;GESTAO ADMINISTRATIVA
2017;2017-40101010108;GESTÃO JUROS AMORTIZAÇÕES BNDES;GESTAO ADMINISTRATIVA
2017;2017-40101010110;SONDAGEM INDUSTRIAL;GESTAO ADMINISTRATIVA
2017;2017-40101010201;COORDENADORIA FINANCEIRA;GESTAO FINANCEIRA
2017;2017-40101010202;COORDENADORIA CONTABIL;GESTAO FINANCEIRA
2017;2017-40101020101;COORD DESENV HUMANO E PESSOAL;GESTAO DE PESSOAS
2017;2017-40101020201;GESTAO DE PESSOAS - DESENV LIDERANCAS;DESENVOLVIMENTO ORGANIZACIONAL
2017;2017-40101020202;PROJ DE GEST DE PESS AVAL DE DESEMPENHO;DESENVOLVIMENTO ORGANIZACIONAL
2017;2017-40101030101;COORD TECNOLOGIA DA INFORMACAO;GESTAO DE TECNOLOGIA DA INFORMACAO
2017;2017-40101030102;MODERNIZACAO TECN AREA INTEGRADA;GESTAO DE TECNOLOGIA DA INFORMACAO
2017;2017-40101030202;PROJETO ERP GERENCIADOR DE COBRANCA;GESTAO DE INFORMACAO E DOCUMENTACAO
2017;2017-40111010102;T&D DA DICOM;ETD DO APOIO
2017;2017-40111010103;T&D DA CODEHP;ETD DO APOIO
2017;2017-40111010104;T&D DA CPL;ETD DO APOIO
2017;2017-40111010105;T&D DA COSUP;ETD DO APOIO
2017;2017-40111010106;T&D DA COC;ETD DO APOIO
2017;2017-40111010107;T&D DA COFIN;ETD DO APOIO
2017;2017-40111010108;T&D DA COTIN;ETD DO APOIO
2018;2018-40101010101;DIRETORIA DE GESTAO COMPARTILHADA;GESTÃO ADMINISTRATIVA
2018;2018-40101010102;COORDENADORIA DE PATRIMONIO E LOGÍSTICA;GESTÃO ADMINISTRATIVA
2018;2018-40101010103;COORDENADORIA DE SUPRIMENTO;GESTÃO ADMINISTRATIVA
2018;2018-40101010104;AREA ADMINISTRATIVA;GESTÃO ADMINISTRATIVA
2018;2018-40101010105;REESTRUTURACAO CONDOMINIO;GESTÃO ADMINISTRATIVA
2018;2018-40101010106;MÍDIAS INSTITUCIONAIS;GESTÃO ADMINISTRATIVA
2018;2018-40101010107;AÇÕES REGIONAIS - INSTITUCIONAIS;GESTÃO ADMINISTRATIVA
2018;2018-40101010108;GERENCIA ADMINISTRATIVA;GESTÃO ADMINISTRATIVA
2018;2018-40101010109;DIRETORIA EXECUTIVA;GESTÃO ADMINISTRATIVA
2018;2018-40101010201;COORDENADORIA FINANCEIRA E TRIBUTARIA;GESTÃO FINANCEIRA
2018;2018-40101010202;COORD. CONTABILIDADE ADMINIST. PESSOAL;GESTÃO FINANCEIRA
2018;2018-40101010203;COORDENADORIA DE CONTABILIDADE;GESTÃO FINANCEIRA
2018;2018-40101010204;GERENCIA PLANEJ., ORCAM E CONTABIL;GESTÃO FINANCEIRA
2018;2018-40101020201;GESTAO DE PESSOAS - DESENV LIDERANCAS;DESENVOLVIMENTO ORGANIZACIONAL
2018;2018-40101020202;DESENVOLVIMENTO ORGANIZACIONAL - SESI;DESENVOLVIMENTO ORGANIZACIONAL
2018;2018-40101020203;COORDENADORIA DE GESTAO DE PESSOAS;DESENVOLVIMENTO ORGANIZACIONAL
2018;2018-40101020204;GESTAO DE PESSOAS - AVALIACAO DE DESEMEN;DESENVOLVIMENTO ORGANIZACIONAL
2018;2018-40101020205;GERENCIA DE GESTÃO E DESENV DE PESSOAS;DESENVOLVIMENTO ORGANIZACIONAL
